ETH Farm List  ·  DefiLlama API snapshot 9 Sep 2026  ·  219 pools,,,,,,,,,,,,,,,,,
Asset,Protocol,Chain,Type,Farm,Risk,Link,Base Asset,TVL ($),Now,7d,30d,Base,Reward,Intrinsic,Risk Note,LinkURL,Flags
ETH,Sky Lending,Ethereum,Lending,WSTETH-B,Med-Low,DefiLlama,WSTETH,35364429,2.238,2.238,2.238,,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/ccc467d1-bdf5-4062-81cd-7aed7dd9050b,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,29884606,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/0d999bae-a3d5-4c08-93f6-98abb32ce290,SELF-REPORTED(flat 30d history)
ETH,Aave V4,Ethereum,Lending,Core,Med-Low,DefiLlama,WSTETH,29495663,2.238,2.238,2.238,0,,2.238,"score 6.5; WSTETH 8.5*; pool collateral leg 8.5 (tBTC 9.0@43%, rETH 8.3*@34%, cbETH 8.3*@5%, weETH 7.0@5%, FBTC 7.3*@4%, XAUt 8.0@3%, LINK 8.0*@2%, AAVE 8.0*@1%, BTC.b 6.6@0%); pool collateral leg governs; -2 self-reported",https://defillama.com/yields/pool/befcb753-f47d-4152-92a0-56b8f2f899b4,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,22413150,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/58e1b97d-4391-4444-9160-7eef2e159013,SELF-REPORTED(flat 30d history)
ETH,Aave V4,Ethereum,Lending,Prime,Med-Low,DefiLlama,WSTETH,16997629,2.238,2.238,2.238,0,,2.238,"score 6.5; WSTETH 8.5*; pool collateral leg 8.5 (tBTC 9.0@43%, rETH 8.3*@34%, cbETH 8.3*@5%, weETH 7.0@5%, FBTC 7.3*@4%, XAUt 8.0@3%, LINK 8.0*@2%, AAVE 8.0*@1%, BTC.b 6.6@0%); pool collateral leg governs; -2 self-reported",https://defillama.com/yields/pool/abea0e5e-1df0-4730-964d-69a19b0be1ce,SELF-REPORTED(flat 30d history)
ETH,Fluid Lending,Arbitrum,Lending,WSTETH,High,DefiLlama,WSTETH,11837370,2.238,2.24371,2.24,0,,2.238,score 3.0; WSTETH 8.5*; collateral leg 3.0 (weETH-ETH unrated@100%); collateral leg governs,https://defillama.com/yields/pool/eec88a7a-789c-4953-b33c-56d5fb3db8cf,
ETH,Morpho Blue,Ethereum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,11361360,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/d6b49578-c84e-49be-a920-9dab43c28180,SELF-REPORTED(flat 30d history)
ETH,Compound V3,Arbitrum,Lending,USDC-pool,Med-Low,DefiLlama,WSTETH,8467675,2.238,2.238,2.238,,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/05b39877-c068-450b-bd0c-cc6e47886aa7,SELF-REPORTED(flat 30d history)
ETH,Compound V3,Arbitrum,Lending,USDT-pool,Med-Low,DefiLlama,WSTETH,8279392,2.238,2.238,2.238,,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/03f97f6b-3e17-4ccd-8687-0b3f736441b3,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Base,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,6385393,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/afce8a53-cee4-4e62-b2b4-f80dcaaf87b5,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Base,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,5095166,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/525c6864-6e24-4d23-aa44-62344acdf527,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,4757051,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/954cd4ab-4253-4d86-a968-2cb5017c497b,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,3972079,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/4e678acf-4fd2-4f2b-b2fb-13130f8c6f27,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,3543051,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/24b1da79-0456-433e-b683-6f66b55975d9,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,3417099,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/d5ee6990-f210-460f-9dad-26dabf4eb651,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Base,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,3014144,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/f28eb055-b5a9-4832-8fa3-caf3acefceec,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Arbitrum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,2881165,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/e8f3da05-4607-4911-8df1-e91f95b52637,SELF-REPORTED(flat 30d history)
ETH,Aave V3,BSC,Lending,Aave BNB Smart Chain wstETH,Med-Low,DefiLlama,wstETH,2741182,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/02a17921-209f-4516-a166-8bb33799def5,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,2501003,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/6f87228c-3cb2-476f-a06b-10e115dcc8ac,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,1807899,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/48470f4d-1efc-4810-9ec7-0247d0b42a41,SELF-REPORTED(flat 30d history)
ETH,Aave V3,Monad,Lending,Aave Monad wstETH,Med-Low,DefiLlama,wstETH,1794267,2.238,2.238,2.238,0,,2.238,"score 6.4; WSTETH 8.5*; pool collateral leg 8.4 (USDC 9.0@64%, USDT0 8.0@18%, GHO 6.2@12%, WETH 9.0*@5%, cbBTC 8.5*@0%); pool collateral leg governs; -2 self-reported",https://defillama.com/yields/pool/68d87607-770d-5180-9b37-f7c12534b0fa,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,OP Mainnet,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,1671681,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/a47531cb-9d21-4bc2-94e8-d92791a7241f,SELF-REPORTED(flat 30d history)
ETH,Compound V3,OP Mainnet,Lending,USDT-pool,Med-Low,DefiLlama,WSTETH,1664441,2.238,2.238,2.238,,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/25d8f956-0219-4af0-a4b2-7cc9b017c076,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,1545010,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/bfef0bc9-83cf-4630-950b-51d607b7365b,SELF-REPORTED(flat 30d history)
ETH,Dolomite,Ethereum,Lending,wstETH,Med-Low,DefiLlama,wstETH,1472801,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/07b253f0-924e-42e9-955e-fb15519e3d2f,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Arbitrum,Lending,WSTETH,Med-Low,DefiLlama,WSTETH,1442446,2.238,2.238,2.238,0,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/415853f1-f2f2-427a-91ef-ed799930fed5,SELF-REPORTED(flat 30d history)
ETH,Curve LlamaLend,Ethereum,Lending,crvUSD borrow,Med-Low,DefiLlama,WSTETH,1392258,2.238,2.238,2.238,,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/54e4520b-bdd2-4b0b-9932-671c1c698fb7,SELF-REPORTED(flat 30d history)
ETH,Fluid Lending,Arbitrum,Lending,WSTETH,High,DefiLlama,WSTETH,1309979,2.238,2.24371,2.24,0,,2.238,score 3.0; WSTETH 8.5*; collateral leg 3.0 (weETH-ETH unrated@100%); collateral leg governs,https://defillama.com/yields/pool/f7f5606d-523f-4b37-951c-798840bff64f,
ETH,Fluid Lending,Arbitrum,Lending,WSTETH,High,DefiLlama,WSTETH,1155658,2.238,2.24371,2.24,0,,2.238,score 3.0; WSTETH 8.5*; collateral leg 3.0 (weETH-ETH unrated@100%); collateral leg governs,https://defillama.com/yields/pool/ee3be731-1b33-42b3-bf0b-6b7d1ee1ca0b,
ETH,Compound V3,Base,Lending,WETH-pool,Med-Low,DefiLlama,WSTETH,1092214,2.238,2.238,2.238,,,2.238,score 6.5; WSTETH 8.5*; -2 self-reported,https://defillama.com/yields/pool/71391dac-7bbc-478d-9d11-d4813bebd90d,SELF-REPORTED(flat 30d history)
ETH,Fluid Lending,Arbitrum,Lending,WSTETH,High,DefiLlama,WSTETH,966239,2.238,2.24371,2.24,0,,2.238,score 2.0; WSTETH 8.5*; collateral leg 3.0 (weETH-ETH unrated@100%); collateral leg governs; -1 tvl<1M,https://defillama.com/yields/pool/a76d04d8-402a-4fcd-b692-9208e91219c8,
ETH,Compound V3,Base,Lending,USDC-pool,Med-High,DefiLlama,WSTETH,851332,2.238,2.238,2.238,,,2.238,score 5.5; WSTETH 8.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/7803ce5b-53b3-4192-b855-8cb383e19050,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Unichain,Lending,WSTETH,Med-High,DefiLlama,WSTETH,667739,2.238,2.238,2.238,0,,2.238,score 5.5; WSTETH 8.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/1645ce34-ad9a-483a-aa1d-4e5379df212f,SELF-REPORTED(flat 30d history)
ETH,Fusion by IPOR,Base,Lending,IPOR WstETH Base,Med-High,DefiLlama,wstETH,572563,2.238,2.238,3.24974,0,0,2.238,"score 4.5; WSTETH 8.5*; allocation leg 8.5 (aave-v3 8.5†@86%, WStETH 8.5*@11%, wstETH 8.5*@2%, wstETH 8.5*@0%, euler?0x7b181d 6.0†@0%); allocation leg governs; -2 red flags; -1 tvl<1M; -1 leveraged strategy",https://defillama.com/yields/pool/24727d24-30cd-4a49-a45b-b5b4faeec72e,MISMATCH(source -0.63)
ETH,Fluid Lending,Polygon,Lending,WSTETH,Med-High,DefiLlama,WSTETH,563277,2.238,2.238,2.238,0,,2.238,score 5.5; WSTETH 8.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/aaf3c8d0-ebe8-4f61-8d2d-76094e5ecac1,SELF-REPORTED(flat 30d history)
ETH,Fluid Lending,Polygon,Lending,WSTETH,Med-High,DefiLlama,WSTETH,545385,2.238,2.238,2.238,0,,2.238,score 5.5; WSTETH 8.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/afb5e95b-59f8-4b20-84ab-0624ff7b6c71,SELF-REPORTED(flat 30d history)
ETH,Compound V3,OP Mainnet,Lending,USDC-pool,Med-High,DefiLlama,WSTETH,495475,2.238,2.238,2.238,,,2.238,score 5.5; WSTETH 8.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/d9a28405-6299-4af6-b37e-e9a9f09a1299,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Base,Lending,WSTETH,Med-High,DefiLlama,WSTETH,398973,2.238,2.238,2.238,0,,2.238,score 5.5; WSTETH 8.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/046c6e4e-4c0c-4b42-9c9c-43364e470c03,SELF-REPORTED(flat 30d history)
ETH,Aave V3,MegaETH,Lending,WSTETH,Med-High,DefiLlama,WSTETH,352876,2.238,2.238,2.238,0,,2.238,score 5.5; WSTETH 8.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/52612f7a-d8ec-43a0-a01a-2ba1ffc0ec9d,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,WSTETH,Med-High,DefiLlama,WSTETH,319679,2.238,2.238,2.238,0,,2.238,score 5.5; WSTETH 8.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/fe8773b9-b67f-4862-afd7-65d6e191a064,SELF-REPORTED(flat 30d history)
ETH,Compound V3,Arbitrum,Lending,WETH-pool,Med-High,DefiLlama,WSTETH,267073,2.238,2.238,2.238,,,2.238,score 5.5; WSTETH 8.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/829ac1b4-2129-4699-a412-59a5d7dbab64,SELF-REPORTED(flat 30d history)
ETH,Fluid Lending,Arbitrum,Lending,WSTETH,High,DefiLlama,WSTETH,211142,2.238,2.24371,2.24,0,,2.238,score 2.0; WSTETH 8.5*; collateral leg 3.0 (weETH-ETH unrated@100%); collateral leg governs; -1 tvl<1M,https://defillama.com/yields/pool/774d8f11-71ad-451b-8072-1708bb0cd253,
ETH,Gains Network,Arbitrum,Lending,WETH,Med-Low,DefiLlama,WETH,579197,2.18171,3.12066,2.70494,2.18171,,,score 7.9; WETH 9.0*; -1 tvl<1M; capped 7.9: not VERIFIED,https://defillama.com/yields/pool/ba852dba-2778-4b00-a8e5-5ea40b56270f,
ETH,Aave V3,Linea,Lending,Aave Linea ezETH,Med-High,DefiLlama,ezETH,1019111,2.16936,2.16936,2.16936,0,,2.16936,score 5.5; EZETH 7.5*; -2 self-reported,https://defillama.com/yields/pool/3fdb0a90-f40e-438e-896a-c0b25ee8d1ed,SELF-REPORTED(flat 30d history)
ETH,Aave V3,Ethereum,Lending,Prime Instance,Med-High,DefiLlama,EZETH,426846,2.16936,2.16936,2.16936,0,,2.16936,"score 4.5; EZETH 7.5*; pool collateral leg 8.5 (tBTC 9.0@45%, rETH 8.3*@36%, cbETH 8.3*@6%, weETH 7.0@5%, FBTC 7.3*@5%, AAVE 8.0*@1%, BTC.b 6.6@0%, wstETH 8.5*@0%, syrupUSDT 5.9@0%); -2 self-reported; -1 tvl<1M",https://defillama.com/yields/pool/974c8391-3686-4fc9-8477-9df4b618b594,SELF-REPORTED(flat 30d history)
ETH,Compound V3,Arbitrum,Lending,WETH-pool,Med-High,DefiLlama,EZETH,424672,2.16936,2.16936,2.16936,,,2.16936,score 4.5; EZETH 7.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/420ad40c-2aab-4996-bb65-643d1ead3bfc,SELF-REPORTED(flat 30d history)
ETH,Compound V3,OP Mainnet,Lending,WETH-pool,Med-High,DefiLlama,EZETH,397124,2.16936,2.16936,2.16936,,,2.16936,score 4.5; EZETH 7.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/5b6edf87-536d-4248-b492-57c8dc56f52a,SELF-REPORTED(flat 30d history)
ETH,Compound V3,Arbitrum,Lending,USDC-pool,Med-High,DefiLlama,EZETH,216241,2.16936,2.16936,2.16936,,,2.16936,score 4.5; EZETH 7.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/8fe49c7b-64b7-49cb-9924-411f618588ef,SELF-REPORTED(flat 30d history)
ETH,Compound V3,Base,Lending,WETH-pool,Med-High,DefiLlama,EZETH,202242,2.16936,2.16936,2.16936,,,2.16936,score 4.5; EZETH 7.5*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/ccd0708c-5e07-477f-9dfa-59db70451b69,SELF-REPORTED(flat 30d history)
ETH,Uniswap V4,Ethereum,LP,0.08%,Med-Low,DefiLlama,ETH-STETH,1034383,2.16774,1.05467,0.93572,2.16774,,,score 7.9; ETH 8.4 (credora 8.4); STETH 9.5 (credora 9.5); worst leg: ETH; capped 7.9: not VERIFIED,https://defillama.com/yields/pool/787b6f59-e71a-4856-918d-a2f62abcaafc,
ETH,YieldNest,Ethereum,Lending,YNETH,High,DefiLlama,YNETH,456216,2.16464,2.1597,2.1681,,,,unrated: internal signals only,https://defillama.com/yields/pool/44dd4153-aa9f-4616-9a88-e6803c86b995,
ETH,Aave V3,Arbitrum,Lending,Aave Arbitrum rETH,Low,DefiLlama,rETH,2870248,2.16278,2.16271,2.16347,0.00219,,2.16059,"score 8.3; RETH 8.3*; pool collateral leg 8.5 (WETH 9.0*@30%, WBTC 8.5*@26%, USDC 9.0@20%, weETH 7.0@12%, wstETH 8.5*@7%, USD₮0 8.0@6%)",https://defillama.com/yields/pool/d4cdd2fb-54bd-40fe-8093-e691ea0b291a,
ETH,Aave V3,OP Mainnet,Lending,Aave Optimism rETH,Med-Low,DefiLlama,rETH,677023,2.16067,2.16067,2.16069,8e-05,,2.16059,score 7.3; RETH 8.3*; -1 tvl<1M,https://defillama.com/yields/pool/9e28dffc-2773-4c52-8cae-66c16e0eaa00,
ETH,Aave V3,Ethereum,Lending,Aave Ethereum rETH,Med-Low,DefiLlama,rETH,103422402,2.16061,2.16061,2.16061,2e-05,,2.16059,"score 6.3; RETH 8.3*; pool collateral leg 8.6 (tBTC 9.0@65%, cbETH 8.3*@8%, weETH 7.0@7%, FBTC 7.3*@7%, XAUt 8.0@5%, LINK 8.0*@3%, AAVE 8.0*@1%, BTC.b 6.6@1%, sUSDe 6.7@0%); -2 self-reported",https://defillama.com/yields/pool/f1a22245-a1f1-4389-8ff2-dde4914b272d,SELF-REPORTED(flat 30d history)
ETH,Moonwell Lending,Base,Lending,Moonwell Rocket Ether,Med-Low,DefiLlama,rETH,1613465,2.16061,2.16129,2.16163,2e-05,0,2.16059,score 7.9; RETH 8.3*; capped 7.9: not VERIFIED,https://defillama.com/yields/pool/896e6538-944f-46ec-99a4-1bb1211028b2,
ETH,Liquity V2,Ethereum,Lending,RETH,Med-Low,DefiLlama,RETH,16823011,2.16059,2.16059,2.16059,,,2.16059,score 6.3; RETH 8.3*; -2 self-reported,https://defillama.com/yields/pool/5f79c82d-8722-4464-b91b-f07b96fec13c,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,RETH,Med-Low,DefiLlama,RETH,6971398,2.16059,2.16059,2.16059,0,,2.16059,score 6.3; RETH 8.3*; -2 self-reported,https://defillama.com/yields/pool/a7262f82-b4fd-4e5d-adea-43fb1e5df68d,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Ethereum,Lending,RETH,Med-Low,DefiLlama,RETH,2494433,2.16059,2.16059,2.16059,0,,2.16059,score 6.3; RETH 8.3*; -2 self-reported,https://defillama.com/yields/pool/2f88293e-036f-4681-a1c0-de218d758832,SELF-REPORTED(flat 30d history)
ETH,Morpho Blue,Base,Lending,RETH,Med-High,DefiLlama,RETH,228552,2.16059,2.16059,2.16059,0,,2.16059,score 5.3; RETH 8.3*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/e78f8f2f-5dbd-4cd3-98ef-7864c237144f,SELF-REPORTED(flat 30d history)
ETH,Compound V3,OP Mainnet,Lending,WETH-pool,Med-High,DefiLlama,RETH,205102,2.16059,2.16059,2.16059,,,2.16059,score 5.3; RETH 8.3*; -2 self-reported; -1 tvl<1M,https://defillama.com/yields/pool/f24f1b9f-9556-4f36-996f-e19cadf1f7a6,SELF-REPORTED(flat 30d history)
ETH,Lagoon,Ethereum,Lending,AMMVWETH,High,DefiLlama,AMMVWETH,1521244,2.15454,1.88153,5.54836,2.15454,,,unrated: internal signals only,https://defillama.com/yields/pool/5ee9a6a0-4431-48e4-8935-00de3d3c4455,
ETH,Curve DEX,Ethereum,LP,weETH/WETH-ng,Med-Low,DefiLlama,WETH-weETH,12198426,2.06092,2.0377,2.07666,1.45,0.61092,,score 7.0; WETH 9.0*; WEETH 7.0 (tid 7.0); worst leg: WEETH,https://defillama.com/yields/pool/747e43ae-940f-430b-a216-251d5949b27e,
ETH,Uniswap V3,Ethereum,LP,0.05%,Med-Low,DefiLlama,RETH-WETH,369018,0,11.75479,4.34562,0,,,score 7.3; RETH 8.3*; WETH 9.0*; worst leg: RETH; -1 tvl<1M,https://defillama.com/yields/pool/5685fa0d-a7cf-4b60-9b77-ff23b4583f81,
